5
5,24
5,27
5,17
5,13
4,66
4,59
4,33
3,99
3,77
3,54
3,05
2,42
2,31
2,55
3,1
3,03
3,21
3,37
3,57
3,67
3,98
4,42
4,91
5,19
5,67
5,78
5,52
6,01
6,51
6,47
6,69
7,41
8,14
8,4
8,39
8,74
9,16
16,7
17,83
17,11
15,9
15,09
14,3
13,67
12,63
11,97
11,92
11,76
10,97
3,51
2,3
2,5
3,24
4,3
5,13
6
6,68
7,47
7,42
7,44
7,67
7,69
7,82
8,29
8,58
9,13
9,04
8,62
8,53
8,88
9,51
